word,성학대,신체학대,정서학대,방임
수가,13.0,42.0,19.0,18.0
수건,3.0,1.0,0.0,2.0
수군거리다,2.0,0.0,3.0,0.0
수다,23.0,27.0,14.0,9.0
수도,8.0,33.0,15.0,9.0
수술,1.0,3.0,0.0,3.0
수업,33.0,59.0,34.0,28.0
수영,0.0,7.0,6.0,0.0
수영장,1.0,5.0,3.0,2.0
수요일,5.0,3.0,4.0,2.0
수의사,0.0,5.0,5.0,0.0
수치,20.0,6.0,4.0,1.0
수학,3.0,24.0,13.0,2.0
숙제,28.0,57.0,56.0,18.0
순간,7.0,16.0,4.0,5.0
술래잡기,7.0,15.0,9.0,1.0
술병,0.0,3.0,0.0,2.0
숨기다,0.0,3.0,1.0,4.0
숨다,9.0,27.0,15.0,5.0
숨바꼭질,1.0,4.0,0.0,1.0
숨쉬기,3.0,12.0,1.0,2.0
숫자,0.0,3.0,2.0,0.0
쉬다,18.0,35.0,29.0,28.0
쉽다,2.0,2.0,7.0,1.0
스럽다,26.0,10.0,11.0,7.0
스무,2.0,2.0,2.0,1.0
스스로,12.0,5.0,9.0,4.0
스치다,4.0,1.0,0.0,0.0
스트레스,32.0,68.0,56.0,29.0
스티커,3.0,5.0,4.0,4.0
슬라임,1.0,1.0,2.0,2.0
슬프다,56.0,158.0,112.0,71.0
습관,3.0,7.0,3.0,3.0
승무원,5.0,3.0,1.0,0.0
시끄럽다,7.0,41.0,11.0,13.0
시나,0.0,2.0,1.0,3.0
시내,0.0,3.0,5.0,3.0
시늉,1.0,4.0,0.0,1.0
시도,8.0,15.0,11.0,7.0
시비,3.0,16.0,7.0,6.0
시설,39.0,61.0,26.0,16.0
시엔,1.0,1.0,3.0,1.0
시원하다,3.0,7.0,4.0,4.0
시작,13.0,38.0,15.0,17.0
시키다,51.0,82.0,61.0,41.0
시합,1.0,5.0,1.0,0.0
식당,1.0,4.0,2.0,0.0
식사,0.0,5.0,1.0,1.0
식은땀,40.0,36.0,17.0,10.0
식이,1.0,4.0,2.0,0.0
식칼,0.0,6.0,7.0,0.0
식탁,2.0,7.0,4.0,4.0
신가,2.0,5.0,3.0,4.0
신경,43.0,69.0,40.0,79.0
신경질,4.0,11.0,6.0,3.0
신고,13.0,62.0,34.0,45.0
신기하다,3.0,4.0,2.0,6.0
신나다,7.0,12.0,4.0,2.0
신나요,7.0,10.0,4.0,3.0
신다,3.0,9.0,3.0,12.0
신발,10.0,27.0,14.0,52.0
신어,0.0,0.0,2.0,5.0
실내,1.0,5.0,0.0,0.0
실력,0.0,4.0,0.0,1.0
실망하다,7.0,2.0,3.0,0.0
실수,5.0,25.0,11.0,5.0
실제,15.0,15.0,8.0,4.0
실컷,0.0,3.0,1.0,2.0
싫다,178.0,306.0,202.0,117.0
싫어지다,6.0,5.0,3.0,2.0
싫어하다,25.0,85.0,52.0,42.0
심부름,1.0,6.0,1.0,5.0
심심하다,8.0,4.0,4.0,10.0
심장,31.0,57.0,27.0,7.0
심지어,0.0,4.0,4.0,2.0
심하다,13.0,105.0,46.0,33.0
심해,1.0,6.0,5.0,1.0
심해지다,7.0,13.0,11.0,10.0
심호흡,5.0,3.0,0.0,0.0
싸가지,0.0,8.0,2.0,0.0
싸다,2.0,3.0,2.0,1.0
싸우다,41.0,154.0,98.0,52.0
싸움,1.0,11.0,8.0,4.0
쌀쌀,2.0,5.0,2.0,1.0
쌍욕,1.0,4.0,2.0,0.0
쌓이다,3.0,9.0,4.0,6.0
써다,21.0,39.0,31.0,24.0
써주다,14.0,20.0,13.0,14.0
쏟다,0.0,4.0,0.0,2.0
쑤시다,0.0,13.0,7.0,8.0
쓰다,27.0,56.0,44.0,27.0
쓰다듬다,6.0,3.0,0.0,0.0
쓰라리다,3.0,3.0,2.0,2.0
쓰러지다,4.0,4.0,5.0,3.0
쓰레기,1.0,7.0,4.0,13.0
쓰리다,5.0,2.0,1.0,3.0
쓰이다,16.0,12.0,6.0,10.0
쓸다,9.0,21.0,12.0,10.0
쓸데없다,2.0,2.0,0.0,2.0
쓸모,1.0,13.0,10.0,4.0
쓸모없다,1.0,32.0,20.0,7.0
씹다,2.0,2.0,2.0,0.0
씻다,10.0,6.0,4.0,17.0
아기,2.0,7.0,3.0,1.0
아깝다,39.0,36.0,22.0,9.0
아끼다,19.0,16.0,16.0,9.0
아나운서,5.0,7.0,3.0,1.0
아뇨,9.0,8.0,9.0,5.0
아동,1.0,2.0,1.0,2.0
아들,4.0,9.0,10.0,5.0
아래,12.0,3.0,1.0,3.0
아마,6.0,15.0,7.0,14.0
아마도,4.0,6.0,3.0,2.0
아무,48.0,119.0,65.0,105.0
아무래도,1.0,2.0,0.0,3.0
아무렇다,2.0,11.0,4.0,5.0
아무리,3.0,13.0,3.0,9.0
아버지,6.0,7.0,14.0,9.0
아빠,192.0,458.0,256.0,206.0
아쉽다,6.0,0.0,1.0,2.0
아예,8.0,14.0,7.0,18.0
아이,7.0,27.0,17.0,12.0
아이돌,19.0,23.0,19.0,6.0
아이스크림,3.0,4.0,0.0,2.0
아이템,3.0,0.0,2.0,0.0
아저씨,94.0,38.0,11.0,12.0
아주,3.0,25.0,9.0,10.0
아줌마,4.0,20.0,5.0,8.0
아직,52.0,97.0,58.0,48.0
아직도,13.0,22.0,6.0,4.0
아침,33.0,67.0,49.0,47.0
아파트,4.0,6.0,3.0,2.0
아프다,212.0,436.0,204.0,204.0
아홉,8.0,32.0,19.0,21.0
악마,1.0,8.0,4.0,1.0
악몽,14.0,57.0,15.0,10.0
안_가다,20.0,80.0,25.0,35.0
안_가두,0.0,0.0,2.0,3.0
안_가라앉다,0.0,5.0,0.0,0.0
안_가보다,0.0,10.0,2.0,1.0
안_가져오다,1.0,3.0,3.0,0.0
안_가지,3.0,7.0,0.0,0.0
안_가지다,3.0,12.0,2.0,3.0
안_갈다,0.0,3.0,2.0,0.0
안_같이,0.0,4.0,3.0,0.0
안_개운하다,8.0,3.0,5.0,2.0
안_건드리다,1.0,1.0,1.0,2.0
안_걸다,2.0,5.0,3.0,5.0
안_걸리다,0.0,2.0,2.0,2.0
안_계시다,4.0,2.0,1.0,3.0
안_괜찮다,6.0,16.0,11.0,2.0
안_괴롭히다,4.0,16.0,8.0,11.0
안_굶다,4.0,9.0,5.0,5.0
안_그렇게,0.0,2.0,1.0,3.0
안_깨다,5.0,15.0,4.0,11.0
안_깨지다,10.0,23.0,6.0,8.0
안_꾸다,128.0,241.0,164.0,159.0
안_끼우다,3.0,2.0,1.0,0.0
안_나가다,7.0,7.0,2.0,8.0
안_나쁘다,14.0,21.0,13.0,17.0
안_나서다,1.0,11.0,3.0,2.0
안_나아지다,3.0,7.0,5.0,4.0
안_나오다,5.0,15.0,11.0,6.0
안_나진,0.0,5.0,0.0,1.0
안_내다,2.0,23.0,12.0,5.0
안_내주다,2.0,5.0,2.0,1.0
안_내지,1.0,2.0,2.0,2.0
안_놀다,29.0,20.0,14.0,45.0
안_놀리다,4.0,4.0,0.0,3.0
안_놓다,4.0,2.0,0.0,0.0
안_느끼다,3.0,1.0,0.0,4.0
안_다니다,3.0,7.0,2.0,8.0
안_다치다,8.0,32.0,16.0,13.0
안_대답,1.0,4.0,0.0,0.0
안_데려가다,4.0,36.0,7.0,31.0
안_도와주다,1.0,5.0,2.0,1.0
안_돌보다,0.0,9.0,1.0,17.0
안_돌아오다,0.0,2.0,2.0,2.0
안_돼다,44.0,59.0,53.0,45.0
안_되어다,0.0,4.0,2.0,6.0
안_두다,1.0,5.0,2.0,5.0
안_듣다,4.0,53.0,14.0,13.0
안_들다,30.0,131.0,59.0,28.0
안_들리다,4.0,2.0,1.0,2.0
안_들어가다,1.0,5.0,0.0,1.0
안_들어서다,3.0,31.0,15.0,5.0
안_들어오다,2.0,12.0,9.0,33.0
안_들어주다,13.0,7.0,9.0,3.0
안_따르다,1.0,2.0,0.0,2.0
안_딱하다,0.0,5.0,3.0,2.0
안_때리다,15.0,65.0,52.0,24.0
안_떠오르다,2.0,6.0,3.0,0.0
안_마시다,10.0,28.0,14.0,9.0
안_만나다,2.0,1.0,2.0,1.0
안_만지다,8.0,0.0,0.0,1.0
안_많다,2.0,6.0,4.0,2.0
안_말다,4.0,15.0,9.0,6.0
안_맞다,5.0,25.0,8.0,7.0
안_먹다,10.0,30.0,19.0,13.0
안_멈추다,1.0,3.0,1.0,0.0
안_무섭다,2.0,8.0,4.0,3.0
안_물어보다,5.0,2.0,3.0,1.0
안_뭐라다,1.0,5.0,2.0,1.0
안_믿다,3.0,4.0,3.0,1.0
안_받다,8.0,29.0,6.0,18.0
안_변하다,1.0,4.0,0.0,0.0
안_별로,2.0,6.0,8.0,7.0
안_보고,2.0,3.0,4.0,0.0
안_보내다,9.0,2.0,3.0,10.0
안_보다,16.0,17.0,9.0,10.0
안_보이다,3.0,13.0,5.0,1.0
안_보지,1.0,2.0,3.0,1.0
안_복잡하다,0.0,4.0,1.0,2.0
안_불편하다,6.0,3.0,2.0,1.0
안_불행하다,3.0,6.0,6.0,3.0
안_빠지다,6.0,8.0,5.0,2.0
안_빨다,0.0,1.0,0.0,4.0
안_사다,1.0,2.0,1.0,2.0
안_사랑,0.0,3.0,1.0,3.0
안_사주다,0.0,16.0,1.0,14.0
안_살다,6.0,30.0,12.0,13.0
안_생각,17.0,14.0,9.0,5.0
안_생각나다,2.0,1.0,2.0,0.0
안_생기다,2.0,4.0,3.0,0.0
안_선생님,1.0,3.0,1.0,1.0
안_쉬다,9.0,10.0,5.0,2.0
안_슬프다,2.0,7.0,6.0,5.0
안_시키다,3.0,5.0,2.0,4.0
안_싫다,4.0,3.0,5.0,6.0
안_심하다,4.0,3.0,3.0,1.0
안_싸우다,11.0,36.0,26.0,12.0
안_써다,5.0,16.0,7.0,33.0
안_써주다,0.0,1.0,0.0,8.0
안_쓰다,5.0,9.0,4.0,18.0
안_쓸다,1.0,0.0,2.0,3.0
안_아무렇다,7.0,16.0,9.0,11.0
안_아빠,0.0,8.0,3.0,4.0
안_아프다,28.0,40.0,26.0,30.0
안_알다,1.0,2.0,0.0,2.0
안_엄마,2.0,2.0,5.0,2.0
안_없어지다,2.0,4.0,0.0,0.0
안_오다,47.0,129.0,53.0,110.0
안_오르다,0.0,2.0,4.0,2.0
안_오지,2.0,2.0,2.0,5.0
안_올라서다,0.0,0.0,2.0,3.0
안_움직이다,4.0,1.0,0.0,1.0
안_웃다,4.0,6.0,1.0,3.0
안_이야기,3.0,2.0,2.0,2.0
안_일어나다,4.0,11.0,5.0,2.0
안_일어나지,1.0,3.0,1.0,1.0
안_일주일,1.0,2.0,1.0,1.0
안_입다,7.0,3.0,3.0,6.0
안_잡히다,3.0,0.0,2.0,1.0
안_적다,1.0,3.0,2.0,1.0
안_적도,0.0,3.0,1.0,1.0
안_졸리다,0.0,2.0,1.0,5.0
안_좋다,80.0,237.0,128.0,87.0
안_좋아지다,13.0,36.0,24.0,13.0
안_좋아하다,10.0,25.0,17.0,16.0
안_주다,3.0,27.0,8.0,29.0
안_주지,0.0,9.0,7.0,6.0
안_죽다,8.0,14.0,6.0,8.0
안_즐겁다,40.0,76.0,38.0,35.0
안_지내다,2.0,3.0,0.0,0.0
안_지르다,2.0,5.0,13.0,2.0
안_지키다,4.0,7.0,2.0,0.0
안_짜증,3.0,3.0,3.0,1.0
안_찍다,4.0,1.0,0.0,0.0
안_차리다,1.0,6.0,1.0,5.0
안_차별,0.0,6.0,4.0,3.0
안_챙기다,1.0,14.0,5.0,33.0
안_쳐다보다,3.0,3.0,2.0,7.0
안_치료받다,0.0,5.0,1.0,1.0
안_친하다,8.0,10.0,4.0,9.0
안_태어나다,0.0,3.0,0.0,2.0
안_편이,0.0,1.0,2.0,2.0
안_풀다,25.0,66.0,28.0,30.0
안_풀리다,14.0,53.0,14.0,15.0
안_피곤하다,2.0,9.0,2.0,3.0
안_하진,10.0,8.0,4.0,5.0
안_해보다,2.0,3.0,4.0,1.0
안_해봤다,18.0,35.0,23.0,16.0
안_해주다,8.0,22.0,6.0,22.0
안_해치,2.0,2.0,2.0,0.0
안_행동,0.0,1.0,0.0,8.0
안_행복하다,39.0,75.0,43.0,43.0
안_혼나다,13.0,13.0,18.0,26.0
안_혼내다,12.0,15.0,13.0,20.0
안_화가,1.0,3.0,1.0,0.0
안_화나다,1.0,2.0,2.0,0.0
안_화목,0.0,3.0,1.0,2.0
안_힘들다,25.0,28.0,9.0,20.0
안고,7.0,3.0,1.0,0.0
안나,4.0,3.0,1.0,3.0
안내,2.0,1.0,0.0,2.0
안다,14.0,13.0,6.0,7.0
안되다,10.0,6.0,12.0,4.0
안방,3.0,2.0,1.0,1.0
안심,4.0,10.0,0.0,0.0
안쓰럽다,3.0,13.0,5.0,2.0
안전하다,0.0,7.0,1.0,1.0
안정,3.0,6.0,2.0,1.0
안쪽,4.0,8.0,1.0,1.0
안타깝다,0.0,2.0,2.0,1.0
안해,2.0,4.0,4.0,4.0
앉다,28.0,35.0,22.0,15.0
앉히다,6.0,3.0,5.0,1.0
알다,54.0,91.0,66.0,71.0
알람,0.0,1.0,3.0,1.0
알바,1.0,1.0,2.0,3.0
알아보다,4.0,5.0,2.0,1.0
알아주다,1.0,3.0,3.0,0.0
압수,4.0,1.0,1.0,0.0
앞니,1.0,4.0,1.0,1.0
애가,9.0,14.0,8.0,7.0
애교,1.0,3.0,0.0,1.0
애니,3.0,1.0,2.0,0.0
애니메이션,3.0,7.0,3.0,5.0
애초,1.0,1.0,1.0,3.0
야구,0.0,21.0,3.0,2.0
야구공,0.0,5.0,0.0,0.0
야구선수,0.0,3.0,1.0,1.0
야단,0.0,3.0,0.0,2.0
야동,3.0,0.0,2.0,0.0
야하다,5.0,2.0,1.0,0.0
약간,7.0,6.0,4.0,8.0
약국,1.0,3.0,0.0,4.0
약도,1.0,4.0,0.0,1.0
약속,15.0,29.0,21.0,13.0
약하다,5.0,12.0,4.0,3.0
얄밉다,0.0,2.0,3.0,0.0
얌전하다,0.0,4.0,2.0,0.0
양말,0.0,0.0,2.0,3.0
양치,2.0,4.0,1.0,1.0
얘기,99.0,155.0,103.0,74.0
어깨,11.0,17.0,0.0,2.0
어느,3.0,5.0,2.0,6.0
어도,0.0,5.0,1.0,1.0
어둡다,1.0,1.0,3.0,2.0
어디,16.0,36.0,12.0,12.0
어디서,1.0,7.0,3.0,3.0
어떡하다,9.0,17.0,8.0,9.0
어떻다,84.0,132.0,69.0,61.0
어렵다,33.0,69.0,35.0,31.0
어리다,19.0,57.0,30.0,46.0
어색하다,5.0,2.0,4.0,2.0
어서,2.0,1.0,2.0,0.0
어요,9.0,4.0,4.0,2.0
어울리다,1.0,3.0,3.0,2.0
어제,27.0,85.0,30.0,28.0
어젯밤,1.0,1.0,3.0,2.0
어지럽다,2.0,8.0,6.0,4.0
어지르다,0.0,1.0,2.0,2.0
어쩌나,1.0,1.0,0.0,4.0
어쩌다,3.0,6.0,2.0,3.0
어쩌다가,1.0,2.0,1.0,2.0
어쩌지,0.0,2.0,1.0,3.0
어쩔,4.0,8.0,6.0,6.0
어차피,2.0,13.0,9.0,11.0
어플,2.0,0.0,1.0,2.0
억울하다,6.0,16.0,11.0,3.0
억지로,24.0,28.0,20.0,6.0
언니,39.0,35.0,30.0,26.0
언제,19.0,96.0,35.0,24.0
언제나,6.0,4.0,3.0,2.0
언젠가,2.0,2.0,1.0,1.0
얼굴,51.0,162.0,43.0,32.0
얼른,3.0,9.0,6.0,3.0
얼마,19.0,26.0,15.0,11.0
얼마나,5.0,2.0,5.0,6.0
얼얼하다,0.0,5.0,1.0,0.0
얼음찜질,1.0,3.0,3.0,0.0
엄격하다,2.0,6.0,8.0,1.0
엄마,240.0,445.0,288.0,234.0
엄청,94.0,208.0,147.0,72.0
엄청나다,19.0,23.0,15.0,7.0
없어지다,11.0,43.0,16.0,8.0
없이,29.0,90.0,39.0,35.0
엉덩이,37.0,82.0,4.0,9.0
엉망,0.0,2.0,1.0,3.0
엉엉,2.0,5.0,2.0,1.0
엊그제,0.0,12.0,3.0,0.0
엎드리다,4.0,26.0,4.0,3.0
에버랜드,1.0,1.0,0.0,3.0
여기다,1.0,3.0,5.0,1.0
여기저기,9.0,25.0,2.0,2.0
여덟,78.0,131.0,93.0,87.0
여동생,18.0,50.0,31.0,31.0
여러,24.0,48.0,8.0,16.0
여름,6.0,8.0,4.0,6.0
여름방학,1.0,0.0,3.0,2.0
여섯,47.0,90.0,40.0,44.0
여요,4.0,2.0,0.0,1.0
여유,1.0,3.0,1.0,2.0
여자,10.0,6.0,2.0,4.0
여자애,2.0,7.0,3.0,4.0
여자친구,1.0,3.0,1.0,2.0
여전하다,3.0,1.0,0.0,1.0
여행,9.0,17.0,3.0,4.0
역겹다,7.0,3.0,2.0,0.0
연고,5.0,22.0,2.0,4.0
연기,5.0,5.0,0.0,1.0
연도,4.0,0.0,0.0,1.0
연락,50.0,16.0,17.0,18.0
연습,13.0,16.0,9.0,3.0
연예인,7.0,4.0,3.0,3.0
연주,5.0,2.0,2.0,0.0
연필,1.0,4.0,0.0,2.0
열다,6.0,8.0,12.0,9.0
열리다,2.0,1.0,1.0,1.0
열심히,6.0,20.0,25.0,7.0
열한,92.0,170.0,115.0,71.0
영상,27.0,32.0,24.0,10.0
영상통화,9.0,0.0,0.0,1.0
영어,4.0,8.0,9.0,3.0
영어학원,2.0,0.0,4.0,0.0
영화,14.0,17.0,10.0,8.0
영화감독,4.0,0.0,2.0,0.0
옆구리,0.0,7.0,0.0,0.0
옆집,4.0,24.0,7.0,8.0
예능,0.0,2.0,3.0,0.0
예민하다,8.0,10.0,12.0,6.0
예쁘다,48.0,65.0,47.0,27.0
예의,1.0,10.0,2.0,0.0
예전,34.0,66.0,20.0,39.0
옛날,19.0,46.0,17.0,23.0
오거,4.0,4.0,1.0,1.0
오기,4.0,7.0,3.0,5.0
오냐,0.0,1.0,3.0,3.0
오늘,4.0,26.0,16.0,8.0
오다,210.0,401.0,253.0,151.0
오라,14.0,15.0,7.0,14.0
오락실,3.0,3.0,1.0,0.0
오래,18.0,57.0,32.0,30.0
오래되다,0.0,12.0,3.0,8.0
오랫동안,0.0,12.0,3.0,4.0
오르다,5.0,12.0,4.0,0.0
오른쪽,0.0,3.0,2.0,2.0
오빠,48.0,30.0,19.0,7.0
오시,17.0,23.0,8.0,11.0
오신,5.0,13.0,3.0,6.0
오십,2.0,2.0,1.0,1.0
오줌,5.0,2.0,1.0,1.0
오지,4.0,5.0,3.0,0.0
오토바이,1.0,4.0,0.0,0.0
오픈,4.0,1.0,0.0,1.0
오히려,7.0,11.0,7.0,6.0
옥상,4.0,6.0,2.0,1.0
온라인,3.0,4.0,0.0,2.0
온몸,5.0,51.0,4.0,6.0
온화하다,4.0,2.0,1.0,1.0
올라가다,10.0,12.0,10.0,2.0
올라오다,6.0,2.0,4.0,1.0
올리다,19.0,12.0,2.0,5.0
올해,10.0,13.0,8.0,14.0
옮기다,1.0,6.0,4.0,6.0
옷장,1.0,5.0,1.0,0.0
완벽하다,0.0,4.0,1.0,0.0
완전,11.0,26.0,13.0,14.0
완전하다,1.0,4.0,2.0,0.0
왕따,9.0,0.0,6.0,14.0
왜냐하면,1.0,2.0,1.0,1.0
왠지,3.0,0.0,2.0,1.0
외국,2.0,3.0,1.0,2.0
외동,32.0,41.0,33.0,17.0
외동딸,2.0,1.0,1.0,1.0
외로워,0.0,5.0,5.0,10.0
외롭다,4.0,0.0,4.0,8.0
외모,1.0,1.0,4.0,0.0
외식,4.0,4.0,1.0,1.0
외우다,2.0,3.0,2.0,0.0
외출,1.0,2.0,3.0,1.0
외톨이,0.0,2.0,2.0,1.0
외할머니,0.0,4.0,1.0,2.0
왼쪽,3.0,7.0,2.0,2.0
요구,4.0,2.0,1.0,0.0
요리,5.0,11.0,8.0,6.0
요리사,4.0,9.0,5.0,12.0
요새,13.0,10.0,12.0,7.0
욕먹다,1.0,7.0,6.0,1.0
욕설,13.0,32.0,27.0,6.0
용돈,10.0,8.0,7.0,20.0
우리,66.0,156.0,78.0,71.0
우릴,0.0,5.0,1.0,2.0
우선,1.0,4.0,0.0,3.0
우승하다,2.0,2.0,3.0,4.0
우울증,0.0,3.0,4.0,6.0
우울하다,14.0,67.0,33.0,31.0
우유,1.0,1.0,2.0,4.0
욱신거려,1.0,2.0,1.0,1.0
욱해,0.0,8.0,0.0,1.0
운동,9.0,29.0,16.0,3.0
운동선수,2.0,6.0,5.0,0.0
운동장,12.0,26.0,13.0,10.0
운동화,1.0,1.0,0.0,5.0
운동회,0.0,4.0,2.0,1.0
운영,1.0,2.0,0.0,2.0
운전,0.0,4.0,1.0,1.0
운전기사,5.0,0.0,0.0,0.0
울다,36.0,93.0,62.0,23.0
울렁거리다,3.0,6.0,0.0,3.0
울리다,2.0,11.0,3.0,1.0
울면,6.0,21.0,14.0,8.0
울적하다,0.0,3.0,2.0,2.0
움직,4.0,7.0,2.0,0.0
움직이다,2.0,11.0,8.0,4.0
웃기,7.0,10.0,3.0,1.0
웃기다,14.0,16.0,8.0,7.0
웃다,152.0,186.0,132.0,62.0
웃어요,38.0,54.0,20.0,9.0
웃음,8.0,7.0,1.0,4.0
워낙,5.0,1.0,1.0,0.0
원래,70.0,96.0,41.0,46.0
원망,2.0,1.0,1.0,2.0
원인,2.0,2.0,2.0,1.0
원장,18.0,17.0,14.0,4.0
원하다,9.0,9.0,13.0,5.0
월요일,2.0,2.0,1.0,3.0
웬만하다,1.0,4.0,2.0,1.0
웹툰,3.0,11.0,10.0,4.0
위로,10.0,13.0,5.0,2.0
위험하다,3.0,3.0,5.0,5.0
위협,0.0,9.0,6.0,0.0
유독,1.0,6.0,1.0,1.0
유리,1.0,5.0,1.0,0.0
유명하다,7.0,5.0,4.0,4.0
유일하다,2.0,7.0,4.0,2.0
유치원,5.0,16.0,4.0,6.0
유튜버,13.0,17.0,6.0,5.0
유튜브,20.0,38.0,23.0,18.0
유행,3.0,6.0,4.0,0.0
은근,3.0,1.0,3.0,0.0
음식,13.0,20.0,8.0,32.0
음악,9.0,20.0,16.0,7.0
응급실,1.0,4.0,1.0,2.0
응원,2.0,8.0,5.0,2.0
의견,0.0,3.0,1.0,1.0
의대,3.0,0.0,2.0,0.0
의미,6.0,3.0,3.0,0.0
의사,10.0,41.0,27.0,20.0
의심,1.0,5.0,4.0,1.0
의자,7.0,17.0,6.0,3.0
의지,6.0,10.0,5.0,3.0
이건,5.0,10.0,5.0,5.0
이기,1.0,9.0,6.0,3.0
이기다,2.0,11.0,6.0,4.0
이대로,0.0,4.0,3.0,4.0
이러다가,1.0,2.0,4.0,5.0
이렇게,32.0,89.0,46.0,39.0
이렇다,45.0,87.0,60.0,36.0
이르다,17.0,21.0,14.0,4.0
이름,7.0,5.0,7.0,2.0
이마,3.0,23.0,3.0,3.0
이면,4.0,6.0,3.0,3.0
이모,6.0,4.0,1.0,4.0
이미,10.0,1.0,3.0,4.0
이번,71.0,116.0,32.0,21.0
이불,15.0,18.0,9.0,8.0
이빨,0.0,4.0,0.0,2.0
이쁘다,20.0,28.0,13.0,8.0
이사,0.0,3.0,2.0,5.0
이상,8.0,48.0,24.0,26.0
이상은,9.0,35.0,11.0,5.0
이상하다,109.0,69.0,38.0,30.0
이서,31.0,37.0,27.0,16.0
이세,7.0,8.0,5.0,6.0
이십,2.0,2.0,4.0,0.0
이야기,88.0,151.0,106.0,71.0
이어폰,2.0,3.0,0.0,1.0
이요,29.0,37.0,19.0,12.0
이유,13.0,88.0,26.0,18.0
이전,7.0,7.0,3.0,1.0
이주,2.0,3.0,0.0,1.0
이틀,14.0,37.0,17.0,13.0
이해,7.0,22.0,9.0,9.0
이해해,2.0,3.0,4.0,3.0
이혼,7.0,20.0,13.0,23.0
이후,39.0,31.0,13.0,9.0
익숙하다,3.0,3.0,1.0,2.0
인간,2.0,8.0,8.0,2.0
인기,2.0,6.0,3.0,4.0
인대,1.0,4.0,0.0,2.0
인사,10.0,17.0,1.0,5.0
인상,13.0,22.0,22.0,7.0
인생,9.0,17.0,14.0,7.0
인스타,8.0,0.0,0.0,0.0
인자하다,2.0,2.0,1.0,0.0
인정받다,0.0,2.0,3.0,0.0
인지도,3.0,0.0,1.0,2.0
인터넷,20.0,20.0,7.0,12.0
인형,7.0,9.0,6.0,8.0
일곱,184.0,388.0,220.0,168.0
일기,2.0,7.0,3.0,3.0
일기장,0.0,4.0,1.0,2.0
일단,4.0,17.0,11.0,6.0
일도,14.0,19.0,13.0,17.0
일로,3.0,4.0,1.0,3.0
일만,3.0,3.0,5.0,3.0
일방,1.0,9.0,6.0,0.0
일부러,7.0,15.0,6.0,5.0
일상,0.0,7.0,2.0,0.0
일어나고,2.0,6.0,3.0,3.0
일어나다,268.0,507.0,314.0,263.0
일어나서,7.0,14.0,8.0,8.0
일요,1.0,3.0,0.0,2.0
일요일,1.0,2.0,2.0,1.0
일으키다,0.0,4.0,1.0,0.0
일이,39.0,71.0,48.0,32.0
일주일,140.0,339.0,153.0,152.0
일찍,15.0,22.0,19.0,19.0
일해,3.0,6.0,3.0,7.0
읽다,24.0,31.0,21.0,15.0
잃다,1.0,4.0,0.0,1.0
잃어버리다,3.0,2.0,0.0,2.0
입다,35.0,67.0,18.0,121.0
입술,7.0,14.0,0.0,0.0
입원,3.0,15.0,3.0,2.0
입학,1.0,7.0,2.0,2.0
입학식,1.0,0.0,0.0,5.0
입히다,1.0,8.0,1.0,1.0
잊다,4.0,13.0,4.0,3.0
잊어버리다,10.0,6.0,3.0,4.0
자게,1.0,7.0,12.0,2.0
자격,0.0,4.0,4.0,0.0
자고,139.0,268.0,165.0,144.0
자국,3.0,21.0,3.0,0.0
자기,88.0,127.0,66.0,38.0
자꾸,142.0,209.0,112.0,68.0
자꾸만,3.0,16.0,5.0,1.0
자도,0.0,2.0,2.0,1.0
자라다,4.0,10.0,9.0,3.0
자랑,1.0,2.0,0.0,2.0
자로,1.0,6.0,1.0,1.0
자르다,2.0,4.0,6.0,0.0
자리,6.0,9.0,6.0,2.0
자마자,1.0,3.0,2.0,1.0
자살,0.0,6.0,3.0,1.0
자상하다,4.0,1.0,2.0,0.0
자서,140.0,233.0,168.0,131.0
자세,4.0,7.0,0.0,0.0
자세하다,3.0,2.0,1.0,2.0
자식,6.0,10.0,5.0,4.0
자신,10.0,4.0,8.0,2.0
자유롭다,5.0,8.0,4.0,1.0
자전거,7.0,31.0,13.0,4.0
자체,4.0,14.0,9.0,4.0
자해,3.0,6.0,9.0,3.0
작가,10.0,11.0,8.0,3.0
작고,0.0,2.0,4.0,1.0
작년,17.0,23.0,15.0,16.0
작다,19.0,39.0,17.0,58.0
작아지다,2.0,9.0,7.0,19.0
잔뜩,0.0,5.0,2.0,1.0
잔소리,26.0,30.0,63.0,29.0
잖다,6.0,10.0,3.0,4.0
잘나다,2.0,1.0,8.0,1.0
잘못,37.0,88.0,62.0,23.0
잘생기다,1.0,6.0,3.0,1.0
잘해야,1.0,1.0,6.0,5.0
잘해주다,9.0,9.0,6.0,1.0
잠그다,5.0,7.0,7.0,3.0
잠깐,18.0,31.0,18.0,12.0
잠도,7.0,11.0,10.0,5.0
잠들다,59.0,144.0,62.0,57.0
잠시,7.0,2.0,0.0,0.0
잠자다,17.0,14.0,12.0,8.0
잡고,30.0,38.0,10.0,1.0
잡기,2.0,2.0,2.0,3.0
잡다,27.0,45.0,8.0,5.0
잡아가다,2.0,6.0,1.0,3.0
잡아끌다,4.0,2.0,0.0,0.0
잡아당기다,3.0,14.0,1.0,0.0
잡아먹다,0.0,4.0,2.0,0.0
잡아먹히다,1.0,1.0,0.0,3.0
잡혀가다,1.0,3.0,1.0,3.0
잡히다,2.0,15.0,4.0,6.0
장난,16.0,45.0,15.0,14.0
장난감,1.0,17.0,3.0,4.0
